config_hash,retrieval.type,retrieval.top_k,chunking.chunk_size,chunking.overlap,rerank.enabled,mean_quality_f1,mean_retrieval_recall_k,mean_retrieval_precision_k,mean_retrieval_ms,mean_latency_ms,mean_cost_usd,std_latency_ms,model_load_ms,index_build_ms,artifact_total_ms,retrieval_cold_ms,retrieval_warm_mean_ms,retrieval_warm_std_ms,end_to_end_cold_ms,end_to_end_warm_mean_ms,end_to_end_warm_std_ms,total_cold_ms,total_warm_ms,gen_latency_mean_ms,gen_latency_std_ms,gen_cost_total_usd,mean_generation_f1,mean_generation_em,mean_generation_faithfulness,n_queries
f0c5acb9c779,bm25,12,250,30,False,0.011111111111111112,0.9,0.15303030303030302,0.5754583980888128,6462.814883200917,0.0,1886.1894944380683,0.0,1.3300410355441272,140.21383301587775,0.21079200087115169,0.6666249973932281,0.6687605219908132,9801.430666993838,5628.160937252687,315.1185205469636,9802.760708029382,5628.160937252687,6461.079350195359,1885.9394854197612,0.0,0.05440251572327044,0.0,0.7981056525174173,5
d594e34a4767,dense,12,250,30,False,0.0,0.9,0.15,72.28284179000184,5557.00471639866,0.0,353.8606174373623,1694.098457985092,480.7344999862835,2408.491000009235,47.35333303688094,78.51521897828206,11.187762361614707,5911.052040988579,5468.49288525118,338.71446245621377,8085.884998959955,5468.49288525118,5483.330458390992,361.5386465968278,0.0,0.06731759568244551,0.0,0.7167320261437908,5
3657bd9ddea6,hybrid,12,250,30,False,0.011111111111111112,1.0,0.16969696969696968,80.71201659040526,5538.727349811234,0.0,394.3361819310279,1694.098457985092,482.18791699036956,180.68679101997986,214.32162501150742,47.309614485129714,1.3988548500104827,5302.453625015914,5597.795781010063,429.03865646891126,7478.739999991376,5597.795781010063,5456.840433424804,425.2678944314281,0.0,0.07618083670715249,0.0,0.7775738150738152,5
