config_hash,retrieval.type,retrieval.top_k,chunking.chunk_size,chunking.overlap,rerank.enabled,mean_quality_f1,mean_retrieval_recall_k,mean_retrieval_precision_k,mean_retrieval_ms,mean_latency_ms,mean_cost_usd,model_load_ms,index_build_ms,artifact_total_ms,retrieval_cold_ms,retrieval_warm_mean_ms,end_to_end_cold_ms,end_to_end_warm_mean_ms,total_cold_ms,total_warm_ms,n_queries
1d3374c9ae22,hybrid,12,250,30,False,0.0470895187557556,0.89,0.1500939393939394,19.205069375806488,19.26268731195887,0.0,1390.1887079991866,9555.328000009467,276.70512499753386,19.406708001042716,19.204665290385172,19.462416996248063,19.262287052070516,10964.979125004902,19.262287052070516,500
69cf1337eaec,dense,12,250,30,False,0.0497485398279174,0.838,0.1411818181818181,7.772375130007276,7.824364922009408,0.0,1390.1887079991866,9434.962875006022,149.33520799968392,10.24883300124202,7.767412288581956,10.306207994290162,7.819391288598024,10835.4577909995,7.819391288598024,500
fb528c472bf2,dense,12,150,30,False,0.0498594078193034,0.829,0.1457082972582973,7.712976157999947,7.764216160037904,0.0,1390.1887079991866,12587.55270799884,141.58354100072756,9.93258300150046,7.708528048093132,9.992834005970508,7.759749992009983,13987.734250003996,7.759749992009983,500
fa2790f8bdfa,dense,8,250,30,False,0.0497485398279174,0.795,0.2009285714285714,7.688220242125681,7.732992673976696,0.0,1390.1887079991866,9434.962875006022,168.35775000072317,10.068458002933768,7.683450226572959,10.1215830000001,7.728205919816329,10835.273166005209,7.728205919816329,500
